GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1297763666,20260406,202604,2026,2026.2630,,,,,,,,,,,BUS,BANK,,,,,,BUS,,,1,057,057,05,1,8.0,10,1,10,-1.03092783505155,0,,,,,,,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20260406,https://economictimes.indiatimes.com/industry/indl-goods/svs/engineering/sadbhav-lenders-turn-down-narcl-offer-settle-it-out-of-court/articleshow/130045977.cms
1297763670,20260406,202604,2026,2026.2630,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,173,173,17,4,-5.0,5,1,5,-15.5629139072848,0,,,,,,,4,"Jamnagar, Gujarat, India",IN,IN09,22.4667,70.0667,-2098232,4,"Jamnagar, Gujarat, India",IN,IN09,22.4667,70.0667,-2098232,20260406,https://timesofindia.indiatimes.com/city/rajkot/two-former-opposition-leaders-in-jmc-booked-under-gujctoc/articleshow/130045555.cms
1297763689,20260406,202604,2026,2026.2630,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,1,042,042,04,1,1.9,10,1,10,-6.07142857142857,0,,,,,,,4,"Sitapur, Uttar Pradesh, India",IN,IN36,25.1833,80.8667,-2111638,4,"Sitapur, Uttar Pradesh, India",IN,IN36,25.1833,80.8667,-2111638,20260406,https://www.hindustantimes.com/cities/lucknow-news/7yearold-girl-among-3-killed-in-fire-sparked-by-lightning-strike-in-sitapur-village-101775414338577.html
1297763721,20260406,202604,2026,2026.2630,,,,,,,,,,,LEG,CONGRESS,,,,,,LEG,,,0,020,020,02,1,3.0,2,1,2,-3.6745406824147,0,,,,,,,4,"Baramati, Maharashtra, India",IN,IN16,18.15,74.5833,-2090417,4,"Pune, Maharashtra, India",IN,IN16,18.5333,73.8667,-2108361,20260406,https://www.hindustantimes.com/cities/pune-news/obc-leader-laxman-hake-enters-baramati-bypoll-fray-challenges-sunetra-pawar-101775414275661.html
1297763722,20260406,202604,2026,2026.2630,,,,,,,,,,,LEG,CONGRESS,,,,,,LEG,,,0,020,020,02,1,3.0,8,1,8,-3.6745406824147,0,,,,,,,4,"Pune, Maharashtra, India",IN,IN16,18.5333,73.8667,-2108361,4,"Pune, Maharashtra, India",IN,IN16,18.5333,73.8667,-2108361,20260406,https://www.hindustantimes.com/cities/pune-news/obc-leader-laxman-hake-enters-baramati-bypoll-fray-challenges-sunetra-pawar-101775414275661.html
1297763724,20260406,202604,2026,2026.2630,,,,,,,,,,,LEG,CONGRESS,,,,,,LEG,,,1,110,110,11,3,-2.0,33,6,33,-0.534337797927684,0,,,,,,,4,"Baramati, Maharashtra, India",IN,IN16,18.15,74.5833,-2090417,4,"Baramati, Maharashtra, India",IN,IN16,18.15,74.5833,-2090417,20260406,https://www.hindustantimes.com/cities/pune-news/obc-leader-laxman-hake-enters-baramati-bypoll-fray-challenges-sunetra-pawar-101775414275661.html
1297763725,20260406,202604,2026,2026.2630,,,,,,,,,,,LEG,CONGRESS,,,,,,LEG,,,0,110,110,11,3,-2.0,6,1,6,-3.6745406824147,0,,,,,,,4,"Pune, Maharashtra, India",IN,IN16,18.5333,73.8667,-2108361,4,"Baramati, Maharashtra, India",IN,IN16,18.15,74.5833,-2090417,20260406,https://www.hindustantimes.com/cities/pune-news/obc-leader-laxman-hake-enters-baramati-bypoll-fray-challenges-sunetra-pawar-101775414275661.html
1297763726,20260406,202604,2026,2026.2630,,,,,,,,,,,LEG,CONGRESS,,,,,,LEG,,,0,110,110,11,3,-2.0,2,1,2,-3.6745406824147,0,,,,,,,4,"Pune, Maharashtra, India",IN,IN16,18.5333,73.8667,-2108361,4,"Pune, Maharashtra, India",IN,IN16,18.5333,73.8667,-2108361,20260406,https://www.hindustantimes.com/cities/pune-news/obc-leader-laxman-hake-enters-baramati-bypoll-fray-challenges-sunetra-pawar-101775414275661.html
1297763808,20260406,202604,2026,2026.2630,BUS,BANK,,,,,,BUS,,,,,,,,,,,,,1,057,057,05,1,8.0,30,1,30,-1.03092783505155,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,0,,,,,,,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20260406,https://economictimes.indiatimes.com/industry/indl-goods/svs/engineering/sadbhav-lenders-turn-down-narcl-offer-settle-it-out-of-court/articleshow/130045977.cms
1297763843,20260406,202604,2026,2026.2630,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,112,112,11,3,-2.0,4,1,4,-15.5629139072848,4,"Jamnagar, Gujarat, India",IN,IN09,22.4667,70.0667,-2098232,0,,,,,,,4,"Jamnagar, Gujarat, India",IN,IN09,22.4667,70.0667,-2098232,20260406,https://timesofindia.indiatimes.com/city/rajkot/two-former-opposition-leaders-in-jmc-booked-under-gujctoc/articleshow/130045555.cms
1297763844,20260406,202604,2026,2026.2630,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,173,173,17,4,-5.0,4,1,4,-15.5629139072848,4,"Jamnagar, Gujarat, India",IN,IN09,22.4667,70.0667,-2098232,0,,,,,,,4,"Jamnagar, Gujarat, India",IN,IN09,22.4667,70.0667,-2098232,20260406,https://timesofindia.indiatimes.com/city/rajkot/two-former-opposition-leaders-in-jmc-booked-under-gujctoc/articleshow/130045555.cms
1297763873,20260406,202604,2026,2026.2630,CVL,RESIDENTS,,,,,,CVL,,,,,,,,,,,,,1,110,110,11,3,-2.0,10,1,10,-6.07142857142857,4,"Lucknow, Uttar Pradesh, India",IN,IN36,26.85,80.9167,-2102835,0,,,,,,,4,"Lucknow, Uttar Pradesh, India",IN,IN36,26.85,80.9167,-2102835,20260406,https://www.hindustantimes.com/cities/lucknow-news/7yearold-girl-among-3-killed-in-fire-sparked-by-lightning-strike-in-sitapur-village-101775414338577.html
1297763884,20260406,202604,2026,2026.2630,CVL,TENANTS,,,,,,CVL,,,GOV,FINANCE MINIST,,,,,,GOV,,,1,010,010,01,1,0.0,1,1,1,-1.52801358234296,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20260406,https://www.hindustantimes.com/cities/mumbai-news/nirmala-sitharaman-assures-fast-track-of-lic-buildings-redevelopment-in-sobo-101775413983744.html
1297763886,20260406,202604,2026,2026.2630,CVL,TENANTS,,,,,,CVL,,,JAN,JAIN,,,,JAN,,,,,1,010,010,01,1,0.0,1,1,1,-1.52801358234296,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20260406,https://www.hindustantimes.com/cities/mumbai-news/nirmala-sitharaman-assures-fast-track-of-lic-buildings-redevelopment-in-sobo-101775413983744.html
1297763887,20260406,202604,2026,2026.2630,CVL,TENANTS,,,,,,CVL,,,JAN,JAIN,,,,JAN,,,,,1,010,010,01,1,0.0,3,1,3,-1.52801358234296,4,"Girgaon, Uttaranchal, India",IN,IN39,30.0333,80.1833,-2096355,4,"Girgaon, Uttaranchal, India",IN,IN39,30.0333,80.1833,-2096355,4,"Girgaon, Uttaranchal, India",IN,IN39,30.0333,80.1833,-2096355,20260406,https://www.hindustantimes.com/cities/mumbai-news/nirmala-sitharaman-assures-fast-track-of-lic-buildings-redevelopment-in-sobo-101775413983744.html
1297763950,20260406,202604,2026,2026.2630,GOV,CHIEF MINISTER,,,,,,GOV,,,,,,,,,,,,,1,012,012,01,1,-0.4,3,1,3,-3.6745406824147,4,"Baramati, Maharashtra, India",IN,IN16,18.15,74.5833,-2090417,0,,,,,,,4,"Baramati, Maharashtra, India",IN,IN16,18.15,74.5833,-2090417,20260406,https://www.hindustantimes.com/cities/pune-news/obc-leader-laxman-hake-enters-baramati-bypoll-fray-challenges-sunetra-pawar-101775414275661.html
1297763951,20260406,202604,2026,2026.2630,GOV,CHIEF MINISTER,,,,,,GOV,,,,,,,,,,,,,1,012,012,01,1,-0.4,2,1,2,-3.6745406824147,4,"Baramati, Maharashtra, India",IN,IN16,18.15,74.5833,-2090417,0,,,,,,,4,"Pune, Maharashtra, India",IN,IN16,18.5333,73.8667,-2108361,20260406,https://www.hindustantimes.com/cities/pune-news/obc-leader-laxman-hake-enters-baramati-bypoll-fray-challenges-sunetra-pawar-101775414275661.html
1297763957,20260406,202604,2026,2026.2630,GOV,CHIEF MINISTER,,,,,,GOV,,,,,,,,,,,,,1,020,020,02,1,3.0,10,1,10,-3.6745406824147,4,"Baramati, Maharashtra, India",IN,IN16,18.15,74.5833,-2090417,0,,,,,,,4,"Baramati, Maharashtra, India",IN,IN16,18.15,74.5833,-2090417,20260406,https://www.hindustantimes.com/cities/pune-news/obc-leader-laxman-hake-enters-baramati-bypoll-fray-challenges-sunetra-pawar-101775414275661.html
1297763964,20260406,202604,2026,2026.2630,GOV,ADMINISTRATION,,,,,,GOV,,,,,,,,,,,,,0,073,073,07,2,7.4,10,1,10,-6.07142857142857,4,"Sitapur, Uttar Pradesh, India",IN,IN36,25.1833,80.8667,-2111638,0,,,,,,,4,"Sitapur, Uttar Pradesh, India",IN,IN36,25.1833,80.8667,-2111638,20260406,https://www.hindustantimes.com/cities/lucknow-news/7yearold-girl-among-3-killed-in-fire-sparked-by-lightning-strike-in-sitapur-village-101775414338577.html
1297764006,20260406,202604,2026,2026.2630,HLH,HOSPITAL,,,,,,HLH,,,,,,,,,,,,,1,043,043,04,1,2.8,20,2,20,-7.21528084918178,4,"Lucknow, Uttar Pradesh, India",IN,IN36,26.85,80.9167,-2102835,0,,,,,,,4,"Lucknow, Uttar Pradesh, India",IN,IN36,26.85,80.9167,-2102835,20260406,https://www.hindustantimes.com/cities/lucknow-news/7yearold-girl-among-3-killed-in-fire-sparked-by-lightning-strike-in-sitapur-village-101775414338577.html
1297764029,20260406,202604,2026,2026.2630,IND,RAJKOT,IND,,,,,,,,COP,POLICE,,,,,,COP,,,1,170,170,17,4,-7.0,7,1,7,-15.5629139072848,4,"Jamnagar, Gujarat, India",IN,IN09,22.4667,70.0667,-2098232,4,"Jamnagar, Gujarat, India",IN,IN09,22.4667,70.0667,-2098232,4,"Jamnagar, Gujarat, India",IN,IN09,22.4667,70.0667,-2098232,20260406,https://timesofindia.indiatimes.com/city/rajkot/two-former-opposition-leaders-in-jmc-booked-under-gujctoc/articleshow/130045555.cms
1297764806,20260406,202604,2026,2026.2630,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,0,060,060,06,2,6.0,2,1,2,-0.80913850547358,0,,,,,,,4,"Kolkata, West Bengal, India",IN,IN28,22.5697,88.3697,-2092511,4,"Kolkata, West Bengal, India",IN,IN28,22.5697,88.3697,-2092511,20260406,https://www.thehindu.com/news/national/bihar/the-silent-siren-of-samastipur/article70823218.ece
1297764807,20260406,202604,2026,2026.2630,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,0,060,060,06,2,6.0,2,1,2,-0.80913850547358,0,,,,,,,4,"Patna, Bihar, India",IN,IN34,25.6,85.1167,-2107500,4,"Patna, Bihar, India",IN,IN34,25.6,85.1167,-2107500,20260406,https://www.thehindu.com/news/national/bihar/the-silent-siren-of-samastipur/article70823218.ece
1297764829,20260406,202604,2026,2026.2630,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,1,042,042,04,1,1.9,10,1,10,-5.26315789473684,0,,,,,,,4,"Hamirpur, Uttar Pradesh, India",IN,IN36,25.95,80.15,-2097085,4,"Hamirpur, Uttar Pradesh, India",IN,IN36,25.95,80.15,-2097085,20260406,https://www.thestar.com.my/news/nation/2026/04/06/man-bites-off-wifes-nose-in-family-tiff
1297764848,20260406,202604,2026,2026.2630,,,,,,,,,,,IND,KOLKATA,IND,,,,,,,,0,060,060,06,2,6.0,1,1,1,-0.80913850547358,0,,,,,,,4,"Kolkata, West Bengal, India",IN,IN28,22.5697,88.3697,-2092511,4,"Kolkata, West Bengal, India",IN,IN28,22.5697,88.3697,-2092511,20260406,https://www.thehindu.com/news/national/bihar/the-silent-siren-of-samastipur/article70823218.ece
1297764864,20260406,202604,2026,2026.2630,,,,,,,,,,,REB,FREEDOM FIGHTER,,,,,,REB,,,1,017,017,01,1,0.0,20,2,20,4.65817978404218,0,,,,,,,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,27.25,80.75,-2113996,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,27.25,80.75,-2113996,20260406,https://aninews.in/news/national/politics/uttar-pradesh-is-most-fortunate-to-have-largest-youth-energy-cm-yogi-adityanath20260406041813/
1297764885,20260406,202604,2026,2026.2630,AGR,FARMER,,,,,,AGR,,,,,,,,,,,,,1,051,051,05,1,3.4,10,1,10,6.64556962025317,4,"Varanasi, Uttar Pradesh, India",IN,IN36,25.3333,83,-2114217,0,,,,,,,4,"Varanasi, Uttar Pradesh, India",IN,IN36,25.3333,83,-2114217,20260406,https://timesofindia.indiatimes.com/city/varanasi/take-tech-to-farmers-to-boost-their-income-agri-minister/articleshow/130045912.cms
1297764888,20260406,202604,2026,2026.2630,ARE,UNITED ARAB EMIRATES,ARE,,,,,,,,GOV,ELECTION COMMISSION,,,,,,GOV,,,0,1041,104,10,3,-5.0,2,1,2,-3.9568345323741,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,25.2522,55.28,-782831,4,"Guwahati, Assam, India",IN,IN03,26.1833,91.7333,-2096059,4,"Guwahati, Assam, India",IN,IN03,26.1833,91.7333,-2096059,20260406,https://theshillongtimes.com/2026/04/06/assam-cm-most-corrupt-communal-rahul/
1297764889,20260406,202604,2026,2026.2630,ARE,UNITED ARAB EMIRATES,ARE,,,,,,,,IND,NEW DELHI,IND,,,,,,,,0,112,112,11,3,-2.0,2,1,2,-3.9568345323741,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,25.2522,55.28,-782831,4,"New Delhi, Delhi, India",IN,IN07,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,28.6,77.2,-2106102,20260406,https://theshillongtimes.com/2026/04/06/assam-cm-most-corrupt-communal-rahul/
1297764906,20260406,202604,2026,2026.2630,BUS,COMPANIES,,,,,,BUS,,,,,,,,,,,,,1,010,010,01,1,0.0,5,1,5,3.34029227557411,4,"Hyderabad, Andhra Pradesh, India",IN,IN02,17.3753,78.4744,-2097701,0,,,,,,,1,Australia,AS,AS,-25,135,AS,20260406,https://www.wsgw.com/the-100000-h-1b-visa-fee-is-impacting-the-u-s-s-ability-to-attract-global-talent/
1297764908,20260406,202604,2026,2026.2630,BUS,COMPANIES,,,,,,BUS,,,,,,,,,,,,,1,010,010,01,1,0.0,2,1,2,3.34029227557411,1,Canada,CA,CA,60,-96,CA,0,,,,,,,4,"Hyderabad, Andhra Pradesh, India",IN,IN02,17.3753,78.4744,-2097701,20260406,https://www.wsgw.com/the-100000-h-1b-visa-fee-is-impacting-the-u-s-s-ability-to-attract-global-talent/
1297764919,20260406,202604,2026,2026.2630,BUS,BANK,,,,,,BUS,,,GOV,AUTHORITIES,,,,,,GOV,,,1,1711,171,17,4,-9.2,4,1,4,-7.32394366197183,4,"Varanasi, Uttar Pradesh, India",IN,IN36,25.3333,83,-2114217,4,"Varanasi, Uttar Pradesh, India",IN,IN36,25.3333,83,-2114217,4,"Varanasi, Uttar Pradesh, India",IN,IN36,25.3333,83,-2114217,20260406,https://timesofindia.indiatimes.com/city/varanasi/codeine-scam-kingpin-shubham-declared-fugitive-in-1-more-case/articleshow/130045916.cms
1297764920,20260406,202604,2026,2026.2630,BUS,COMPANY,,,,,,BUS,,,IND,KOLKATA,IND,,,,,,,,0,060,060,06,2,6.0,1,1,1,-0.80913850547358,4,"Kolkata, West Bengal, India",IN,IN28,22.5697,88.3697,-2092511,4,"Kolkata, West Bengal, India",IN,IN28,22.5697,88.3697,-2092511,4,"Kolkata, West Bengal, India",IN,IN28,22.5697,88.3697,-2092511,20260406,https://www.thehindu.com/news/national/bihar/the-silent-siren-of-samastipur/article70823218.ece
1297764921,20260406,202604,2026,2026.2630,BUS,COMPANY,,,,,,BUS,,,IND,KOLKATA,IND,,,,,,,,0,060,060,06,2,6.0,2,1,2,-0.80913850547358,4,"Patna, Bihar, India",IN,IN34,25.6,85.1167,-2107500,4,"Patna, Bihar, India",IN,IN34,25.6,85.1167,-2107500,4,"Patna, Bihar, India",IN,IN34,25.6,85.1167,-2107500,20260406,https://www.thehindu.com/news/national/bihar/the-silent-siren-of-samastipur/article70823218.ece
1297764980,20260406,202604,2026,2026.2630,COP,POLICE PERSONNEL,,,,,,COP,,,,,,,,,,,,,1,090,090,09,2,-2.0,1,1,1,-2.8688524590164,4,"Mohania, Bihar, India",IN,IN34,25.1833,83.6167,-2104658,0,,,,,,,4,"Rohania, Madhya Pradesh, India",IN,IN35,23.5,81.0167,-2109505,20260406,https://timesofindia.indiatimes.com/city/varanasi/thief-arrested-stolen-gold-silver-worth-rs30l-recovered/articleshow/130045914.cms
1297764981,20260406,202604,2026,2026.2630,COP,POLICE PERSONNEL,,,,,,COP,,,,,,,,,,,,,1,090,090,09,2,-2.0,7,1,7,-2.8688524590164,4,"Rohania, Madhya Pradesh, India",IN,IN35,23.5,81.0167,-2109505,0,,,,,,,4,"Mohania, Bihar, India",IN,IN34,25.1833,83.6167,-2104658,20260406,https://timesofindia.indiatimes.com/city/varanasi/thief-arrested-stolen-gold-silver-worth-rs30l-recovered/articleshow/130045914.cms
1297764986,20260406,202604,2026,2026.2630,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,112,112,11,3,-2.0,10,1,10,-13.4078212290503,4,"Mubarakpur, Uttar Pradesh, India",IN,IN36,26.09,83.2922,-2104897,0,,,,,,,4,"Mubarakpur, Uttar Pradesh, India",IN,IN36,26.09,83.2922,-2104897,20260406,https://timesofindia.indiatimes.com/city/varanasi/murder-accused-arrested-after-police-encounter/articleshow/130045909.cms
1297764992,20260406,202604,2026,2026.2630,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,192,192,19,4,-9.5,10,1,10,-13.4078212290503,4,"Mubarakpur, Uttar Pradesh, India",IN,IN36,26.09,83.2922,-2104897,0,,,,,,,4,"Mubarakpur, Uttar Pradesh, India",IN,IN36,26.09,83.2922,-2104897,20260406,https://timesofindia.indiatimes.com/city/varanasi/murder-accused-arrested-after-police-encounter/articleshow/130045909.cms
1297764994,20260406,202604,2026,2026.2630,COP,POLICE,,,,,,COP,,,HLH,HOSPITAL,,,,,,HLH,,,1,042,042,04,1,1.9,5,1,5,-6.36704119850187,4,"Kalinjara, Rajasthan, India",IN,IN24,23.35,74.3,-2099164,4,"Kalinjara, Rajasthan, India",IN,IN24,23.35,74.3,-2099164,4,"Kalinjara, Rajasthan, India",IN,IN24,23.35,74.3,-2099164,20260406,https://timesofindia.indiatimes.com/city/varanasi/four-criminals-caught-in-twin-encounters-in-jaunpur/articleshow/130045915.cms
1297765006,20260406,202604,2026,2026.2630,CRM,DEALER,,,,,,CRM,,,,,,,,,,,,,1,020,020,02,1,3.0,4,1,4,-2.8688524590164,4,"Mohania, Bihar, India",IN,IN34,25.1833,83.6167,-2104658,0,,,,,,,4,"Rohania, Madhya Pradesh, India",IN,IN35,23.5,81.0167,-2109505,20260406,https://timesofindia.indiatimes.com/city/varanasi/thief-arrested-stolen-gold-silver-worth-rs30l-recovered/articleshow/130045914.cms
1297765012,20260406,202604,2026,2026.2630,CRM,DEALER,,,,,,CRM,,,IND,BIHAR,IND,,,,,,,,1,020,020,02,1,3.0,2,1,2,-2.8688524590164,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,4,"Mohania, Bihar, India",IN,IN34,25.1833,83.6167,-2104658,4,"Mohania, Bihar, India",IN,IN34,25.1833,83.6167,-2104658,20260406,https://timesofindia.indiatimes.com/city/varanasi/thief-arrested-stolen-gold-silver-worth-rs30l-recovered/articleshow/130045914.cms
1297765013,20260406,202604,2026,2026.2630,CRM,DEALER,,,,,,CRM,,,IND,BIHAR,IND,,,,,,,,1,020,020,02,1,3.0,2,1,2,-2.8688524590164,4,"Mohania, Bihar, India",IN,IN34,25.1833,83.6167,-2104658,4,"Mohania, Bihar, India",IN,IN34,25.1833,83.6167,-2104658,4,"Rohania, Madhya Pradesh, India",IN,IN35,23.5,81.0167,-2109505,20260406,https://timesofindia.indiatimes.com/city/varanasi/thief-arrested-stolen-gold-silver-worth-rs30l-recovered/articleshow/130045914.cms
1297765014,20260406,202604,2026,2026.2630,CRM,DEALER,,,,,,CRM,,,IND,BIHAR,IND,,,,,,,,1,020,020,02,1,3.0,2,1,2,-2.8688524590164,4,"Mohania, Bihar, India",IN,IN34,25.1833,83.6167,-2104658,4,"Varuna, India (general), India",IN,IN00,25.35,83.05,-2114244,4,"Rohania, Madhya Pradesh, India",IN,IN35,23.5,81.0167,-2109505,20260406,https://timesofindia.indiatimes.com/city/varanasi/thief-arrested-stolen-gold-silver-worth-rs30l-recovered/articleshow/130045914.cms
1297765028,20260406,202604,2026,2026.2630,CVL,COMMUNITY,,,,,,CVL,,,,,,,,,,,,,1,043,043,04,1,2.8,10,1,10,-5.26315789473684,4,"Hamirpur, Uttar Pradesh, India",IN,IN36,25.95,80.15,-2097085,0,,,,,,,4,"Hamirpur, Uttar Pradesh, India",IN,IN36,25.95,80.15,-2097085,20260406,https://www.thestar.com.my/news/nation/2026/04/06/man-bites-off-wifes-nose-in-family-tiff
1297765029,20260406,202604,2026,2026.2630,CVL,VILLAGE,,,,,,CVL,,,,,,,,,,,,,1,051,051,05,1,3.4,10,1,10,8.75420875420876,4,"Varanasi, Uttar Pradesh, India",IN,IN36,25.3333,83,-2114217,0,,,,,,,4,"Varanasi, Uttar Pradesh, India",IN,IN36,25.3333,83,-2114217,20260406,https://timesofindia.indiatimes.com/city/varanasi/bjps-rural-pushbjp-to-launch-outreach-drive-ahead-of-2027-polls/articleshow/130045835.cms
1297765104,20260406,202604,2026,2026.2630,GOV,CHIEF MINISTER,,,,,,GOV,,,,,,,,,,,,,1,017,017,01,1,0.0,20,2,20,4.65817978404218,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,27.25,80.75,-2113996,0,,,,,,,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,27.25,80.75,-2113996,20260406,https://aninews.in/news/national/politics/uttar-pradesh-is-most-fortunate-to-have-largest-youth-energy-cm-yogi-adityanath20260406041813/
1297765112,20260406,202604,2026,2026.2630,GOV,CHIEF MINISTER,,,,,,GOV,,,,,,,,,,,,,1,051,051,05,1,3.4,4,1,4,-0.70422535211267,4,"Gorakhpur, Uttar Pradesh, India",IN,IN36,26.755,83.3739,-2096610,0,,,,,,,4,"Gorakhpur, Uttar Pradesh, India",IN,IN36,26.755,83.3739,-2096610,20260406,https://timesofindia.indiatimes.com/city/varanasi/up-has-transformed-from-upadrav-to-utsav-cm-yogi/articleshow/130045958.cms
1297765121,20260406,202604,2026,2026.2630,GOV,AUTHORITIES,,,,,,GOV,,,ARE,DUBAI,ARE,,,,,,,,1,0213,021,02,1,3.4,10,1,10,-7.32394366197183,4,"Varanasi, Uttar Pradesh, India",IN,IN36,25.3333,83,-2114217,4,"Varanasi, Uttar Pradesh, India",IN,IN36,25.3333,83,-2114217,4,"Varanasi, Uttar Pradesh, India",IN,IN36,25.3333,83,-2114217,20260406,https://timesofindia.indiatimes.com/city/varanasi/codeine-scam-kingpin-shubham-declared-fugitive-in-1-more-case/articleshow/130045916.cms
1297765122,20260406,202604,2026,2026.2630,GOV,ELECTION COMMISSION,,,,,,GOV,,,ARE,DUBAI,ARE,,,,,,,,0,1041,104,10,3,-5.0,1,1,1,-3.9568345323741,4,"New Delhi, Delhi, India",IN,IN07,28.6,77.2,-2106102,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,25.2522,55.28,-782831,4,"New Delhi, Delhi, India",IN,IN07,28.6,77.2,-2106102,20260406,https://theshillongtimes.com/2026/04/06/assam-cm-most-corrupt-communal-rahul/
1297765141,20260406,202604,2026,2026.2630,GOV,CHIEF MINISTER,,,,,,GOV,,,IND,UTTAR PRADESH,IND,,,,,,,,1,051,051,05,1,3.4,4,1,4,-0.70422535211267,4,"Gorakhpur, Uttar Pradesh, India",IN,IN36,26.755,83.3739,-2096610,4,"Gorakhpur, Uttar Pradesh, India",IN,IN36,26.755,83.3739,-2096610,4,"Gorakhpur, Uttar Pradesh, India",IN,IN36,26.755,83.3739,-2096610,20260406,https://timesofindia.indiatimes.com/city/varanasi/up-has-transformed-from-upadrav-to-utsav-cm-yogi/articleshow/130045958.cms
1297765150,20260406,202604,2026,2026.2630,GOV,ADMINISTRATION,,,,,,GOV,,,LAB,WORKER,,,,,,LAB,,,1,020,020,02,1,3.0,2,1,2,3.34029227557411,4,"Hyderabad, Andhra Pradesh, India",IN,IN02,17.3753,78.4744,-2097701,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Hyderabad, Andhra Pradesh, India",IN,IN02,17.3753,78.4744,-2097701,20260406,https://www.wsgw.com/the-100000-h-1b-visa-fee-is-impacting-the-u-s-s-ability-to-attract-global-talent/
1297765181,20260406,202604,2026,2026.2630,HLH,HOSPITAL,,,,,,HLH,,,COP,POLICE,,,,,,COP,,,1,043,043,04,1,2.8,3,1,3,-6.36704119850187,4,"Sarai Khwaja, Uttar Pradesh, India",IN,IN36,25.8667,82.6833,-2110342,4,"Sarai Khwaja, Uttar Pradesh, India",IN,IN36,25.8667,82.6833,-2110342,4,"Sarai Khwaja, Uttar Pradesh, India",IN,IN36,25.8667,82.6833,-2110342,20260406,https://timesofindia.indiatimes.com/city/varanasi/four-criminals-caught-in-twin-encounters-in-jaunpur/articleshow/130045915.cms
1297765182,20260406,202604,2026,2026.2630,HLH,HOSPITAL,,,,,,HLH,,,COP,POLICE,,,,,,COP,,,1,043,043,04,1,2.8,2,1,2,-6.36704119850187,4,"Jaunpur, Uttar Pradesh, India",IN,IN36,26.05,82.6833,-2110869,4,"Jaunpur, Uttar Pradesh, India",IN,IN36,26.05,82.6833,-2110869,4,"Jaunpur, Uttar Pradesh, India",IN,IN36,26.05,82.6833,-2110869,20260406,https://timesofindia.indiatimes.com/city/varanasi/four-criminals-caught-in-twin-encounters-in-jaunpur/articleshow/130045915.cms
